"ASV","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV4","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV184","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"ASV187","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV244","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV246","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV269","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV272","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV277","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV310","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV325","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV327","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV354","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV413","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV514","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV543","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV558","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Unclassified"
"ASV597","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"ASV628","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Cerasibacillus"
"ASV633","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV639","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"ASV650","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV670","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unclassified"
"ASV682","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV683","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter"
"ASV686","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV689","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV717","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV742","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV762","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV777","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV789","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia"
"ASV793","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV820","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV823","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Glycomycetaceae","Glycomyces"
"ASV854","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV879","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV889","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"ASV903","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV914","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV938","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium"
"ASV939","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV954","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2"
"ASV957","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Aquisphaera"
"ASV968","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Virgibacillus"
"ASV973","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ASV1016","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Ruaniaceae","Haloactinobacterium"
"ASV1022","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1072","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia"
"ASV1085","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanisphaera"
"ASV1109","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV1126","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Unclassified"
"ASV1166","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Amphibacillus"
"ASV1205","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV1234","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium"
"ASV1256","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV1289","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"ASV1303","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV1322","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV1354","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV1405","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV1417","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Unclassified"
"ASV1436","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV1439","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Nosocomiicoccus"
"ASV1440","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Ornithinibacillus"
"ASV1486","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV1531","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV1533","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"ASV1540","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV1563","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV1564","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV1617","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Amphibacillus"
"ASV1629","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia"
"ASV1638","Bacteria","Acidobacteria","Acidobacteria_Gp6","Gp6","Unclassified","Unclassified"
"ASV1692","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV1696","Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV1701","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Cerasibacillus"
"ASV1732","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV1750","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Virgibacillus"
"ASV1824","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Bogoriellaceae","Georgenia"
"ASV1855","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1859","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV1863","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Yaniella"
"ASV1875","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1887","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Yaniella"
"ASV1893","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Balneola"
"ASV1896","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium"
"ASV1902","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV1916","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV1934","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV1965","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV1993","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV1995","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV1998","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV2016","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"ASV2026","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV2034","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV2066","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Oceanisphaera"
"ASV2069","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Fodinicurvata"
"ASV2117","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV2122","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Unclassified"
"ASV2139","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Unclassified"
"ASV2141","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV2178","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV2189","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Cellvibrio"
"ASV2222","Bacteria","Proteobacteria","Betaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV2248","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Unclassified"
"ASV2251","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dietziaceae","Dietzia"
"ASV2261","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Yaniella"
"ASV2268","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV2272","Bacteria","Firmicutes","Clostridia","Unclassified","Unclassified","Unclassified"
"ASV2296","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unclassified"
"ASV2312","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"ASV2323","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV2358","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV2416","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV2431","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV2496","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus"
"ASV2517","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV2518","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV2533","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV2607","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Enteractinococcus"
"ASV2631","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Amphibacillus"
"ASV2633","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV2642","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"ASV2646","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea"
"ASV2678","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"ASV2696","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV2723","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Balneola"
"ASV2731","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2755","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharomonospora"
"ASV2777","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacterineae_incertae_sedis","Tomitella"
"ASV2843","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV2851","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Enteractinococcus"
"ASV2856","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unclassified"
"ASV2882","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV2894","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"ASV2919","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Gallicola"
"ASV2925","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV2967","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Ruaniaceae","Haloactinobacterium"
"ASV2974","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV3007","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV3029","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3032","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Unclassified","Unclassified"
"ASV3049","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV3064","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unclassified"
"ASV3079","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV3115","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia"
"ASV3118","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV3122","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV3221","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV3223","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus"
"ASV3227","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified","Unclassified"
"ASV3228","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV3246","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV3280","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV3301","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV3350","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_III","Tepidanaerobacter"
"ASV3380","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV3385","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ASV3410","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV3421","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV3478","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"ASV3486","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV3563","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tissierella"
"ASV3566","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV3579","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Tissierella"
"ASV3618","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"ASV3646","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV3663","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV3665","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Unclassified"
"ASV3747","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alkalibacterium"
"ASV3783","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Rhodothermaceae","Unclassified"
"ASV3821","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV3831","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV3847","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV3887","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV3895","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Gracilibacillus"
"ASV3911","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"ASV3913","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV3939","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV3940","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Yaniella"
"ASV3962","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Unclassified"
"ASV3982","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV3986","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV4002","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV4152","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV4154","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV4155","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella"
"ASV4193","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unclassified"
"ASV4219","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"ASV4220","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unclassified"
"ASV4267","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"ASV4303","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV4312","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Yaniella"
"ASV4353","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Glycomycetaceae","Glycomyces"
"ASV4372","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Unclassified"
"ASV4465","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV4475","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV4490","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unclassified"
"ASV4503","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Unclassified"
"ASV4504","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV4568","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV4602","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
"ASV4612","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Unclassified"
"ASV4689","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV4721","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"ASV4739","Bacteria","Proteobacteria","Betaproteobacteria","Unclassified","Unclassified","Unclassified"
"ASV4755","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV4756","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV4810","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV4816","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes"
"ASV4817","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unclassified"
"ASV4867","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Oceanobacillus"
"ASV4881","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unclassified","Unclassified"
"ASV4962","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"ASV4973","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_III","Tepidanaerobacter"
"ASV4999","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"ASV5038","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter"
"ASV5066","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Unclassified"
"ASV5115","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Aquihabitans"
"ASV5139","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Unclassified"
"ASV5162","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Thioalkalimicrobium"
"ASV5203","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV5204","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV5257","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV5286","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter"
"ASV5294","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Unclassified","Unclassified"
"ASV5301","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Nesterenkonia"
"ASV5302","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV5314","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV5320","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unclassified","Unclassified"
"ASV5390","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"ASV5405","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Falsochrobactrum"
"ASV5411","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV5423","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia"
"ASV5508","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV5516","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Unclassified"
"ASV5557","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"ASV5574","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerococcus"
"ASV5594","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis"
"ASV5601","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Cerasibacillus"
"ASV5620","Bacteria","Firmicutes","Clostridia","Clostridiales","Unclassified","Unclassified"
"ASV5646","Bacteria","Proteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"ASV5665","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Mariniradius"
"ASV5682","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Ruaniaceae","Haloactinobacterium"
"ASV5688","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV5697","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Unclassified"
"ASV5728","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV5766","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unclassified"
"ASV5783","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV5827","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"ASV5828","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas"
"ASV5856","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Unclassified"
"ASV5893","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Unclassified"
"ASV5895","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Lentibacillus"
"ASV5897","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Unclassified"
"ASV5909","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Unclassified"
"ASV5910","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unclassified"
